Vftable	Methods	Flags	Type	Hierarchy
0142096AC0	1		SQEX::CDev::Engine::Sd::Driver::ReverbController	SQEX::CDev::Engine::Sd::Driver::ReverbController: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142096AD8	1		SQEX::CDev::Engine::Sd::Driver::BankController	SQEX::CDev::Engine::Sd::Driver::BankController: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142096AF0	1		SQEX::CDev::Engine::Sd::Driver::BusController	SQEX::CDev::Engine::Sd::Driver::BusController: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142096B48	1		SQEX::CDev::Engine::Sd::Driver::SoundController	SQEX::CDev::Engine::Sd::Driver::SoundController: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142096E88	1		SQEX::CDev::Engine::Sd::Driver::EffectController	SQEX::CDev::Engine::Sd::Driver::EffectController: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142096EA0	46		SQEX::CDev::Engine::Sd::Driver::Bank	SQEX::CDev::Engine::Sd::Driver::Bank: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142097020	47		SQEX::CDev::Engine::Sd::Driver::ActualBank	SQEX::CDev::Engine::Sd::Driver::ActualBank: SQEX::CDev::Engine::Sd::Driver::Bank, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
01420971E8	6		SQEX::CDev::Engine::Common::Threading::Thread	SQEX::CDev::Engine::Common::Threading::Thread: Client::System::Threading::Thread, Client::System::Common::NonCopyable;
0142097228	3		SQEX::CDev::Engine::Sd::Driver::StreamReadThread	SQEX::CDev::Engine::Sd::Driver::StreamReadThread: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142097250	2		SQEX::CDev::Engine::Sd::Driver::IStreamReadThreadEventReceiver	SQEX::CDev::Engine::Sd::Driver::IStreamReadThreadEventReceiver: 
0142097268	47	M	SQEX::CDev::Engine::Sd::Driver::StreamBankEx	SQEX::CDev::Engine::Sd::Driver::StreamBankEx: SQEX::CDev::Engine::Sd::Driver::ActualBank, SQEX::CDev::Engine::Sd::Driver::Bank, SQEX::CDev::Engine::Sd::SdMemoryAllocator, Client::System::Common::NonCopyable, SQEX::CDev::Engine::Sd::Driver::IStreamReadThreadEventReceiver;
01420973E8	2	M	SQEX::CDev::Engine::Sd::Driver::StreamBankEx	SQEX::CDev::Engine::Sd::Driver::IStreamReadThreadEventReceiver: 
0142097480	46		SQEX::CDev::Engine::Sd::Driver::ToolBank	SQEX::CDev::Engine::Sd::Driver::ToolBank: SQEX::CDev::Engine::Sd::Driver::Bank, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142097600	8		SQEX::CDev::Engine::Sd::Driver::DynamicValue	SQEX::CDev::Engine::Sd::Driver::DynamicValue: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142097650	121		SQEX::CDev::Engine::Sd::Driver::ISound	SQEX::CDev::Engine::Sd::Driver::ISound: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142097A20	126	M	SQEX::CDev::Engine::Sd::Driver::RootSound	SQEX::CDev::Engine::Sd::Driver::RootSound: SQEX::CDev::Engine::Sd::Driver::ISound, SQEX::CDev::Engine::Sd::SdMemoryAllocator, Client::System::Common::NonCopyable;
0142097E20	126	M	SQEX::CDev::Engine::Sd::Driver::RandomSound	SQEX::CDev::Engine::Sd::Driver::RandomSound: SQEX::CDev::Engine::Sd::Driver::RootSound, SQEX::CDev::Engine::Sd::Driver::ISound, SQEX::CDev::Engine::Sd::SdMemoryAllocator, Client::System::Common::NonCopyable;
0142098220	126	M	SQEX::CDev::Engine::Sd::Driver::CycleSound	SQEX::CDev::Engine::Sd::Driver::CycleSound: SQEX::CDev::Engine::Sd::Driver::RandomSound, SQEX::CDev::Engine::Sd::Driver::RootSound, SQEX::CDev::Engine::Sd::Driver::ISound, SQEX::CDev::Engine::Sd::SdMemoryAllocator, Client::System::Common::NonCopyable;
0142098620	126	M	SQEX::CDev::Engine::Sd::Driver::StreamSoundEx	SQEX::CDev::Engine::Sd::Driver::StreamSoundEx: SQEX::CDev::Engine::Sd::Driver::RootSound, SQEX::CDev::Engine::Sd::Driver::ISound, SQEX::CDev::Engine::Sd::SdMemoryAllocator, Client::System::Common::NonCopyable;
0142098A20	126	M	SQEX::CDev::Engine::Sd::Driver::AtomosgearSound	SQEX::CDev::Engine::Sd::Driver::AtomosgearSound: SQEX::CDev::Engine::Sd::Driver::RootSound, SQEX::CDev::Engine::Sd::Driver::ISound, SQEX::CDev::Engine::Sd::SdMemoryAllocator, Client::System::Common::NonCopyable;
0142098E20	126	M	SQEX::CDev::Engine::Sd::Driver::OrderSound	SQEX::CDev::Engine::Sd::Driver::OrderSound: SQEX::CDev::Engine::Sd::Driver::RandomSound, SQEX::CDev::Engine::Sd::Driver::RootSound, SQEX::CDev::Engine::Sd::Driver::ISound, SQEX::CDev::Engine::Sd::SdMemoryAllocator, Client::System::Common::NonCopyable;
0142099220	126	M	SQEX::CDev::Engine::Sd::Driver::Surround4chSound	SQEX::CDev::Engine::Sd::Driver::Surround4chSound: SQEX::CDev::Engine::Sd::Driver::RootSound, SQEX::CDev::Engine::Sd::Driver::ISound, SQEX::CDev::Engine::Sd::SdMemoryAllocator, Client::System::Common::NonCopyable;
0142099640	8		SQEX::CDev::Engine::Sd::Driver::Bus	SQEX::CDev::Engine::Sd::Driver::Bus: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
01420997D8	6		SQEX::CDev::Engine::Sd::Driver::IEffect	SQEX::CDev::Engine::Sd::Driver::IEffect: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142099810	12		SQEX::CDev::Engine::Sd::Driver::FilterBase	SQEX::CDev::Engine::Sd::Driver::FilterBase: SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142099878	1		SQEX::CDev::Engine::Sd::Driver::Sead::LowpassFilterSead	SQEX::CDev::Engine::Sd::Driver::Sead::LowpassFilterSead: SQEX::CDev::Engine::Sd::Driver::Sead::FilterSead, SQEX::CDev::Engine::Sd::Driver::FilterBase, SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142099888	12		SQEX::CDev::Engine::Sd::Driver::Sead::LowpassFilterSead	SQEX::CDev::Engine::Sd::Driver::FilterBase: SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142099960	8		SQEX::CDev::Engine::Sd::Driver::Sead::MasterBusSead	SQEX::CDev::Engine::Sd::Driver::Sead::MasterBusSead: SQEX::CDev::Engine::Sd::Driver::MasterBus, SQEX::CDev::Engine::Sd::Driver::Bus, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
01420999B0	17		SQEX::CDev::Engine::Sd::Driver::Reverb	SQEX::CDev::Engine::Sd::Driver::Reverb: SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142099A40	17		SQEX::CDev::Engine::Sd::Driver::Sead::ReverbSead	SQEX::CDev::Engine::Sd::Driver::Sead::ReverbSead: SQEX::CDev::Engine::Sd::Driver::Reverb, SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142099DE0	1		SQEX::CDev::Engine::Sd::Driver::ConfigReader	SQEX::CDev::Engine::Sd::Driver::ConfigReader: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
0142099E70	1		SQEX::Sd::FixedList<1,SQEX::Sd::Driver::Core::CoreSourceVoice * __ptr64>	SQEX::Sd::FixedList<1,SQEX::Sd::Driver::Core::CoreSourceVoice * __ptr64>: SQEX::Sd::SeadObject<1,8>;
0142099E80	1		SQEX::Sd::FixedList<1,SQEX::Sd::Driver::Core::CoreSubmixVoice * __ptr64>	SQEX::Sd::FixedList<1,SQEX::Sd::Driver::Core::CoreSubmixVoice * __ptr64>: SQEX::Sd::SeadObject<1,8>;
0142099E90	1		SQEX::Sd::List<1,SQEX::Sd::Driver::Core::CoreSourceVoice * __ptr64>	SQEX::Sd::List<1,SQEX::Sd::Driver::Core::CoreSourceVoice * __ptr64>: SQEX::Sd::SeadObject<1,8>;
0142099EA0	1		SQEX::Sd::SeadObject<1,8>	SQEX::Sd::SeadObject<1,8>: 
0142099EB0	1		SQEX::Sd::FixedQueue<1,SQEX::Sd::Driver::Core::ICoreVoice * __ptr64>	SQEX::Sd::FixedQueue<1,SQEX::Sd::Driver::Core::ICoreVoice * __ptr64>: SQEX::Sd::SeadObject<1,8>;
0142099EC0	1		SQEX::Sd::FixedList<1,SQEX::Sd::Driver::Core::CoreSubmixVoice * __ptr64>::NODE	struct SQEX::Sd::FixedList<1,SQEX::Sd::Driver::Core::CoreSubmixVoice * __ptr64>::NODE: SQEX::Sd::SeadObject<1,8>;
0142099ED0	1		SQEX::Sd::List<1,SQEX::Sd::Driver::Core::CoreSourceVoice * __ptr64>::NODE	struct SQEX::Sd::List<1,SQEX::Sd::Driver::Core::CoreSourceVoice * __ptr64>::NODE: SQEX::Sd::SeadObject<1,8>;
0142099EE0	1		SQEX::Sd::FixedList<1,SQEX::Sd::Driver::Core::CoreSourceVoice * __ptr64>::NODE	struct SQEX::Sd::FixedList<1,SQEX::Sd::Driver::Core::CoreSourceVoice * __ptr64>::NODE: SQEX::Sd::SeadObject<1,8>;
0142099EF0	1		SQEX::Sd::FixedQueue<1,SQEX::Sd::Driver::Core::ICoreVoice * __ptr64>::NODE	struct SQEX::Sd::FixedQueue<1,SQEX::Sd::Driver::Core::ICoreVoice * __ptr64>::NODE: SQEX::Sd::SeadObject<1,8>;
014209A248	5		SQEX::Sd::Driver::Core::ICoreEffect	SQEX::Sd::Driver::Core::ICoreEffect: 
014209A278	1		SQEX::Sd::SeadObject<2,16>	SQEX::Sd::SeadObject<2,16>: 
014209A300	1		SQEX::Sd::SeadObject<2,8>	SQEX::Sd::SeadObject<2,8>: 
014209A310	1		SQEX::Sd::DynamicValue<2>	SQEX::Sd::DynamicValue<2>: SQEX::Sd::SeadObject<2,8>;
014209A320	8	M	SQEX::Sd::Driver::FaithReverb	SQEX::Sd::Driver::FaithReverb: SQEX::Sd::Driver::Effect, SQEX::Sd::SeadObject<2,16>, SQEX::Sd::Driver::Core::ICoreEffect;
014209A368	5	M	SQEX::Sd::Driver::FaithReverb	SQEX::Sd::Driver::Core::ICoreEffect: 
014209A4C0	15		SQEX::CDev::Engine::Sd::Driver::WahWahBase	SQEX::CDev::Engine::Sd::Driver::WahWahBase: SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209A540	16		SQEX::CDev::Engine::Sd::Driver::Sead::WahWahSead	SQEX::CDev::Engine::Sd::Driver::Sead::WahWahSead: SQEX::CDev::Engine::Sd::Driver::WahWahBase, SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209A5D0	1		SQEX::CDev::Engine::Sd::Driver::Sead::FilterSead	SQEX::CDev::Engine::Sd::Driver::Sead::FilterSead: SQEX::CDev::Engine::Sd::Driver::FilterBase, SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209A5E0	12		SQEX::CDev::Engine::Sd::Driver::Sead::FilterSead	SQEX::CDev::Engine::Sd::Driver::FilterBase: SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209A658	9	M	SQEX::Sd::Driver::Equalizer	SQEX::Sd::Driver::Equalizer: SQEX::Sd::Driver::Effect, SQEX::Sd::SeadObject<2,16>, SQEX::Sd::Driver::Core::ICoreEffect;
014209A6A8	5	M	SQEX::Sd::Driver::Equalizer	SQEX::Sd::Driver::Core::ICoreEffect: 
014209A6E0	8	M	SQEX::Sd::Driver::Stringendo	SQEX::Sd::Driver::Stringendo: SQEX::Sd::Driver::Effect, SQEX::Sd::SeadObject<2,16>, SQEX::Sd::Driver::Core::ICoreEffect;
014209A728	5	M	SQEX::Sd::Driver::Stringendo	SQEX::Sd::Driver::Core::ICoreEffect: 
014209A760	12		SQEX::CDev::Engine::Sd::Driver::Sead::EqualizerSead	SQEX::CDev::Engine::Sd::Driver::Sead::EqualizerSead: SQEX::CDev::Engine::Sd::Driver::EqualizerBase, SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209A7D0	8		SQEX::CDev::Engine::Sd::Driver::MasterBus	SQEX::CDev::Engine::Sd::Driver::MasterBus: SQEX::CDev::Engine::Sd::Driver::Bus, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209A868	4		SQEX::Sd::Driver::Core::ICoreSourceVoiceCallback	SQEX::Sd::Driver::Core::ICoreSourceVoiceCallback: 
014209A890	60		SQEX::CDev::Engine::Sd::Driver::IVoice	SQEX::CDev::Engine::Sd::Driver::IVoice: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209AA78	60	M	SQEX::CDev::Engine::Sd::Driver::Sead::VoiceSead	SQEX::CDev::Engine::Sd::Driver::Sead::VoiceSead: SQEX::CDev::Engine::Sd::Driver::IVoice, SQEX::CDev::Engine::Sd::SdMemoryAllocator, SQEX::Sd::Driver::Core::ICoreSourceVoiceCallback;
014209AC60	4	M	SQEX::CDev::Engine::Sd::Driver::Sead::VoiceSead	SQEX::CDev::Engine::Sd::SdMemoryAllocator: SQEX::Sd::Driver::Core::ICoreSourceVoiceCallback;
014209AD00	1	M	SQEX::Sd::Driver::WASAPI::DeviceEventHandler	SQEX::Sd::Driver::WASAPI::DeviceEventHandler: SQEX::Sd::SeadObject<1,8>, struct IMMNotificationClient, struct IUnknown;
014209AD10	8	M	SQEX::Sd::Driver::WASAPI::DeviceEventHandler	struct IMMNotificationClient: struct IUnknown;
014209ADB8	11		SQEX::Sd::Driver::WASAPI::WASAPIDevice	SQEX::Sd::Driver::WASAPI::WASAPIDevice: SQEX::Sd::Driver::WASAPI::AudioDevice, SQEX::Sd::SeadObject<1,8>;
014209AE38	11		SQEX::Sd::Driver::WASAPI::MockDevice	SQEX::Sd::Driver::WASAPI::MockDevice: SQEX::Sd::Driver::WASAPI::AudioDevice, SQEX::Sd::SeadObject<1,8>;
014209AE98	1		SQEX::Sd::Driver::WASAPI::AudioRenderer	SQEX::Sd::Driver::WASAPI::AudioRenderer: SQEX::Sd::SeadObject<1,8>;
014209AEB0	1		SQEX::Sd::SeadObject<1,16>	SQEX::Sd::SeadObject<1,16>: 
014209B000	18		SQEX::Sd::Driver::Core::CoreMasterVoice	SQEX::Sd::Driver::Core::CoreMasterVoice: SQEX::Sd::Driver::Core::ICoreMasterVoice, SQEX::Sd::Driver::Core::ICoreSubmixVoice, SQEX::Sd::Driver::Core::ICoreVoice, SQEX::Sd::SeadObject<1,16>;
014209B0A0	15		SQEX::Sd::Driver::Core::CoreSubmixVoice	SQEX::Sd::Driver::Core::CoreSubmixVoice: SQEX::Sd::Driver::Core::ICoreSubmixVoice, SQEX::Sd::Driver::Core::ICoreVoice, SQEX::Sd::SeadObject<1,16>;
014209B1D8	21		SQEX::Sd::Driver::Core::CoreSourceVoice	SQEX::Sd::Driver::Core::CoreSourceVoice: SQEX::Sd::Driver::Core::ICoreSourceVoice, SQEX::Sd::Driver::Core::ICoreVoice, SQEX::Sd::SeadObject<1,16>;
014209B290	9	M	SQEX::Sd::Driver::SeadFilter	SQEX::Sd::Driver::SeadFilter: SQEX::Sd::Driver::Effect, SQEX::Sd::SeadObject<2,16>, SQEX::Sd::Driver::Core::ICoreEffect;
014209B2E0	5	M	SQEX::Sd::Driver::SeadFilter	SQEX::Sd::Driver::Core::ICoreEffect: 
014209B940	9	M	SQEX::Sd::Driver::WahWah	SQEX::Sd::Driver::WahWah: SQEX::Sd::Driver::Effect, SQEX::Sd::SeadObject<2,16>, SQEX::Sd::Driver::Core::ICoreEffect;
014209B990	5	M	SQEX::Sd::Driver::WahWah	SQEX::Sd::Driver::Core::ICoreEffect: 
014209B9C8	9	M	SQEX::Sd::Driver::Filter	SQEX::Sd::Driver::Filter: SQEX::Sd::Driver::Effect, SQEX::Sd::SeadObject<2,16>, SQEX::Sd::Driver::Core::ICoreEffect;
014209BA18	5	M	SQEX::Sd::Driver::Filter	SQEX::Sd::Driver::Core::ICoreEffect: 
014209BA50	12		SQEX::CDev::Engine::Sd::Driver::EqualizerBase	SQEX::CDev::Engine::Sd::Driver::EqualizerBase: SQEX::CDev::Engine::Sd::Driver::IEffect, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209BAC0	9	M	SQEX::Sd::Driver::Equalizer4Band	SQEX::Sd::Driver::Equalizer4Band: SQEX::Sd::Driver::Effect, SQEX::Sd::SeadObject<2,16>, SQEX::Sd::Driver::Core::ICoreEffect;
014209BB10	5	M	SQEX::Sd::Driver::Equalizer4Band	SQEX::Sd::Driver::Core::ICoreEffect: 
014209BB48	9	M	SQEX::Sd::Driver::SimpleFilter	SQEX::Sd::Driver::SimpleFilter: SQEX::Sd::Driver::Effect, SQEX::Sd::SeadObject<2,16>, SQEX::Sd::Driver::Core::ICoreEffect;
014209BB98	5	M	SQEX::Sd::Driver::SimpleFilter	SQEX::Sd::Driver::Core::ICoreEffect: 
014209BE40	3		stdext::exception	stdext::exception: 
014209BE80	3		stdext::bad_array_new_length	stdext::bad_array_new_length: stdext::bad_alloc, stdext::exception;
014209BEA0	67		SQEX::CDev::Engine::Sd::Layout::ILayoutManager	SQEX::CDev::Engine::Sd::Layout::ILayoutManager: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209C0C0	67		SQEX::CDev::Engine::Sd::Layout::LayoutManager	SQEX::CDev::Engine::Sd::Layout::LayoutManager: SQEX::CDev::Engine::Sd::Layout::ILayoutManager, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209C2E0	1		SQEX::CDev::Engine::Sd::Layout::PageController	SQEX::CDev::Engine::Sd::Layout::PageController: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209C2F0	1		SQEX::CDev::Engine::Sd::Layout::ListenerController	SQEX::CDev::Engine::Sd::Layout::ListenerController: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209C500	1		SQEX::CDev::Engine::Sd::Layout::SoundPage	SQEX::CDev::Engine::Sd::Layout::SoundPage: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209C5E8	57		SQEX::CDev::Engine::Sd::Layout::IListenerManager	SQEX::CDev::Engine::Sd::Layout::IListenerManager: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209C7B8	57		SQEX::CDev::Engine::Sd::Layout::ListenerManager	SQEX::CDev::Engine::Sd::Layout::ListenerManager: SQEX::CDev::Engine::Sd::Layout::IListenerManager, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209C9C8	34		SQEX::CDev::Engine::Sd::Layout::SoundObject	SQEX::CDev::Engine::Sd::Layout::SoundObject: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209CAE8	34		SQEX::CDev::Engine::Sd::Layout::AmbientSound	SQEX::CDev::Engine::Sd::Layout::AmbientSound: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209CC00	34		SQEX::CDev::Engine::Sd::Layout::DirectionSound	SQEX::CDev::Engine::Sd::Layout::DirectionSound: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209CD18	34		SQEX::CDev::Engine::Sd::Layout::PointSound	SQEX::CDev::Engine::Sd::Layout::PointSound: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209CEE8	34		SQEX::CDev::Engine::Sd::Layout::PointDirSound	SQEX::CDev::Engine::Sd::Layout::PointDirSound: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D000	34		SQEX::CDev::Engine::Sd::Layout::LineSound	SQEX::CDev::Engine::Sd::Layout::LineSound: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D118	34		SQEX::CDev::Engine::Sd::Layout::PolyLineSound	SQEX::CDev::Engine::Sd::Layout::PolyLineSound: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D230	34		SQEX::CDev::Engine::Sd::Layout::SurfaceSound	SQEX::CDev::Engine::Sd::Layout::SurfaceSound: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D348	34		SQEX::CDev::Engine::Sd::Layout::BoardObstruction	SQEX::CDev::Engine::Sd::Layout::BoardObstruction: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D460	34		SQEX::CDev::Engine::Sd::Layout::BoxObstruction	SQEX::CDev::Engine::Sd::Layout::BoxObstruction: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D578	34		SQEX::CDev::Engine::Sd::Layout::PolygonObstruction	SQEX::CDev::Engine::Sd::Layout::PolygonObstruction: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D6B8	34		SQEX::CDev::Engine::Sd::Layout::PolyLineObstruction	SQEX::CDev::Engine::Sd::Layout::PolyLineObstruction: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D7D0	34		SQEX::CDev::Engine::Sd::Layout::PolygonSound	SQEX::CDev::Engine::Sd::Layout::PolygonSound: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209D8E8	34		SQEX::CDev::Engine::Sd::Layout::BoxExtController	SQEX::CDev::Engine::Sd::Layout::BoxExtController: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209DA00	34		SQEX::CDev::Engine::Sd::Layout::LineExtController	SQEX::CDev::Engine::Sd::Layout::LineExtController: SQEX::CDev::Engine::Sd::Layout::SoundObject, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209DB68	18		SQEX::CDev::Engine::Sd::Layout::IListener	SQEX::CDev::Engine::Sd::Layout::IListener: SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209DC00	23		SQEX::CDev::Engine::Sd::Layout::Listener	SQEX::CDev::Engine::Sd::Layout::Listener: SQEX::CDev::Engine::Sd::Layout::IListener, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209DCC0	23		SQEX::CDev::Engine::Sd::Layout::PointListener	SQEX::CDev::Engine::Sd::Layout::PointListener: SQEX::CDev::Engine::Sd::Layout::Listener, SQEX::CDev::Engine::Sd::Layout::IListener, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209DD80	23		SQEX::CDev::Engine::Sd::Layout::LineListener	SQEX::CDev::Engine::Sd::Layout::LineListener: SQEX::CDev::Engine::Sd::Layout::Listener, SQEX::CDev::Engine::Sd::Layout::IListener, SQEX::CDev::Engine::Sd::SdMemoryAllocator;
014209DF50	2		std::exception	std::exception: 
014209DF80	2		std::bad_alloc	std::bad_alloc: std::exception;
014209DFA8	15		std::basic_stringbuf<char,std::char_traits<char>,xbox::services::Allocator<char> >	std::basic_stringbuf<char,std::char_traits<char>,xbox::services::Allocator<char> >: std::basic_streambuf<char,std::char_traits<char> >;
014209E028	1	MV	std::basic_stringstream<char,std::char_traits<char>,xbox::services::Allocator<char> >	std::basic_ios<char,std::char_traits<char> >: std::ios_base, std::_Iosb<int>, std::basic_ostream<char,std::char_traits<char> >, std::basic_ios<char,std::char_traits<char> >, std::ios_base, std::_Iosb<int>;
014209E090	2		std::bad_weak_ptr	std::bad_weak_ptr: std::exception;
014209E0D8	3		xbox::services::Function<void __cdecl(long)>::Callable<<lambda_a85a3a22694d7ad0efcb989a7abbe991> >	struct xbox::services::Function<void __cdecl(long)>::Callable<<lambda_a85a3a22694d7ad0efcb989a7abbe991> >: struct xbox::services::Function<void __cdecl(long)>::ICallable;
014209E118	3		xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_da73231719bbe8c759a15c97f44594dc> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_da73231719bbe8c759a15c97f44594dc> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::ICallable;
